BSS00038	H3K27ac	impute_BSS00038_H3K27ac
BSS00038	H3K27me3	impute_BSS00038_H3K27me3
BSS00038	H3K36me3	impute_BSS00038_H3K36me3
BSS00038	H3K4me1	impute_BSS00038_H3K4me1
BSS00038	H3K4me2	impute_BSS00038_H3K4me2
BSS00038	H3K4me3	impute_BSS00038_H3K4me3
BSS00038	H3K79me2	impute_BSS00038_H3K79me2
BSS00038	H3K9ac	impute_BSS00038_H3K9ac
BSS00038	H3K9me3	impute_BSS00038_H3K9me3
BSS00038	H4K20me1	impute_BSS00038_H4K20me1
BSS00039	ATAC-seq	impute_BSS00039_ATAC-seq
BSS00039	DNase-seq	impute_BSS00039_DNase-seq
BSS00039	H2AFZ	impute_BSS00039_H2AFZ
BSS00039	H3K27ac	impute_BSS00039_H3K27ac
BSS00039	H3K27me3	impute_BSS00039_H3K27me3
BSS00039	H3K36me3	impute_BSS00039_H3K36me3
BSS00039	H3K4me1	impute_BSS00039_H3K4me1
BSS00039	H3K4me2	impute_BSS00039_H3K4me2
BSS00039	H3K4me3	impute_BSS00039_H3K4me3
BSS00039	H3K79me2	impute_BSS00039_H3K79me2
BSS00039	H3K9ac	impute_BSS00039_H3K9ac
BSS00039	H3K9me3	impute_BSS00039_H3K9me3
BSS00039	H4K20me1	impute_BSS00039_H4K20me1
BSS00043	ATAC-seq	impute_BSS00043_ATAC-seq
BSS00043	DNase-seq	impute_BSS00043_DNase-seq
BSS00043	H2AFZ	impute_BSS00043_H2AFZ
BSS00043	H3K27me3	impute_BSS00043_H3K27me3
BSS00043	H3K36me3	impute_BSS00043_H3K36me3
BSS00043	H3K4me1	impute_BSS00043_H3K4me1
BSS00043	H3K4me2	impute_BSS00043_H3K4me2
BSS00043	H3K4me3	impute_BSS00043_H3K4me3
BSS00043	H3K79me2	impute_BSS00043_H3K79me2
BSS00043	H3K9ac	impute_BSS00043_H3K9ac
BSS00043	H3K9me3	impute_BSS00043_H3K9me3
BSS00043	H4K20me1	impute_BSS00043_H4K20me1
BSS00045	ATAC-seq	impute_BSS00045_ATAC-seq
BSS00045	H2AFZ	impute_BSS00045_H2AFZ
BSS00045	H3K27ac	impute_BSS00045_H3K27ac
BSS00045	H3K27me3	impute_BSS00045_H3K27me3
BSS00045	H3K36me3	impute_BSS00045_H3K36me3
BSS00045	H3K4me1	impute_BSS00045_H3K4me1
BSS00045	H3K4me2	impute_BSS00045_H3K4me2
BSS00045	H3K4me3	impute_BSS00045_H3K4me3
BSS00045	H3K79me2	impute_BSS00045_H3K79me2
BSS00045	H3K9ac	impute_BSS00045_H3K9ac
BSS00045	H3K9me3	impute_BSS00045_H3K9me3
BSS00045	H4K20me1	impute_BSS00045_H4K20me1
BSS00046	ATAC-seq	impute_BSS00046_ATAC-seq
BSS00046	DNase-seq	impute_BSS00046_DNase-seq
BSS00046	H2AFZ	impute_BSS00046_H2AFZ
BSS00046	H3K27ac	impute_BSS00046_H3K27ac
BSS00046	H3K27me3	impute_BSS00046_H3K27me3
BSS00046	H3K36me3	impute_BSS00046_H3K36me3
BSS00046	H3K4me1	impute_BSS00046_H3K4me1
BSS00046	H3K4me2	impute_BSS00046_H3K4me2
BSS00046	H3K4me3	impute_BSS00046_H3K4me3
BSS00046	H3K79me2	impute_BSS00046_H3K79me2
BSS00046	H3K9ac	impute_BSS00046_H3K9ac
BSS00046	H3K9me3	impute_BSS00046_H3K9me3
BSS00046	H4K20me1	impute_BSS00046_H4K20me1
BSS00047	ATAC-seq	impute_BSS00047_ATAC-seq
BSS00047	DNase-seq	impute_BSS00047_DNase-seq
BSS00047	H2AFZ	impute_BSS00047_H2AFZ
BSS00047	H3K27ac	impute_BSS00047_H3K27ac
BSS00047	H3K27me3	impute_BSS00047_H3K27me3
BSS00047	H3K36me3	impute_BSS00047_H3K36me3
BSS00047	H3K4me1	impute_BSS00047_H3K4me1
BSS00047	H3K4me2	impute_BSS00047_H3K4me2
BSS00047	H3K4me3	impute_BSS00047_H3K4me3
BSS00047	H3K79me2	impute_BSS00047_H3K79me2
BSS00047	H3K9ac	impute_BSS00047_H3K9ac
BSS00047	H3K9me3	impute_BSS00047_H3K9me3
BSS00047	H4K20me1	impute_BSS00047_H4K20me1
BSS00048	ATAC-seq	impute_BSS00048_ATAC-seq
BSS00048	DNase-seq	impute_BSS00048_DNase-seq
BSS00048	H2AFZ	impute_BSS00048_H2AFZ
BSS00048	H3K27ac	impute_BSS00048_H3K27ac
BSS00048	H3K27me3	impute_BSS00048_H3K27me3
BSS00048	H3K36me3	impute_BSS00048_H3K36me3
BSS00048	H3K4me1	impute_BSS00048_H3K4me1
BSS00048	H3K4me2	impute_BSS00048_H3K4me2
BSS00048	H3K4me3	impute_BSS00048_H3K4me3
BSS00048	H3K79me2	impute_BSS00048_H3K79me2
BSS00048	H3K9ac	impute_BSS00048_H3K9ac
BSS00048	H3K9me3	impute_BSS00048_H3K9me3
BSS00048	H4K20me1	impute_BSS00048_H4K20me1
BSS00050	ATAC-seq	impute_BSS00050_ATAC-seq
BSS00050	H2AFZ	impute_BSS00050_H2AFZ
BSS00050	H3K27ac	impute_BSS00050_H3K27ac
BSS00050	H3K27me3	impute_BSS00050_H3K27me3
BSS00050	H3K36me3	impute_BSS00050_H3K36me3
BSS00050	H3K4me1	impute_BSS00050_H3K4me1
BSS00050	H3K4me2	impute_BSS00050_H3K4me2
BSS00050	H3K4me3	impute_BSS00050_H3K4me3
BSS00050	H3K79me2	impute_BSS00050_H3K79me2
BSS00050	H3K9ac	impute_BSS00050_H3K9ac
BSS00050	H3K9me3	impute_BSS00050_H3K9me3
BSS00050	H4K20me1	impute_BSS00050_H4K20me1
BSS00051	ATAC-seq	impute_BSS00051_ATAC-seq
BSS00051	H2AFZ	impute_BSS00051_H2AFZ
BSS00051	H3K27ac	impute_BSS00051_H3K27ac
BSS00051	H3K27me3	impute_BSS00051_H3K27me3
BSS00051	H3K36me3	impute_BSS00051_H3K36me3
BSS00051	H3K4me1	impute_BSS00051_H3K4me1
BSS00051	H3K4me2	impute_BSS00051_H3K4me2
BSS00051	H3K4me3	impute_BSS00051_H3K4me3
BSS00051	H3K79me2	impute_BSS00051_H3K79me2
BSS00051	H3K9ac	impute_BSS00051_H3K9ac
BSS00051	H3K9me3	impute_BSS00051_H3K9me3
BSS00051	H4K20me1	impute_BSS00051_H4K20me1
BSS00052	ATAC-seq	impute_BSS00052_ATAC-seq
BSS00052	H2AFZ	impute_BSS00052_H2AFZ
BSS00052	H3K27ac	impute_BSS00052_H3K27ac
BSS00052	H3K27me3	impute_BSS00052_H3K27me3
BSS00052	H3K36me3	impute_BSS00052_H3K36me3
BSS00052	H3K4me1	impute_BSS00052_H3K4me1
BSS00052	H3K4me2	impute_BSS00052_H3K4me2
BSS00052	H3K4me3	impute_BSS00052_H3K4me3
BSS00052	H3K79me2	impute_BSS00052_H3K79me2
BSS00052	H3K9ac	impute_BSS00052_H3K9ac
BSS00052	H3K9me3	impute_BSS00052_H3K9me3
BSS00052	H4K20me1	impute_BSS00052_H4K20me1
BSS00054	ATAC-seq	impute_BSS00054_ATAC-seq
BSS00054	DNase-seq	impute_BSS00054_DNase-seq
BSS00054	H2AFZ	impute_BSS00054_H2AFZ
BSS00054	H3K27ac	impute_BSS00054_H3K27ac
BSS00054	H3K27me3	impute_BSS00054_H3K27me3
BSS00054	H3K36me3	impute_BSS00054_H3K36me3
BSS00054	H3K4me1	impute_BSS00054_H3K4me1
BSS00054	H3K4me2	impute_BSS00054_H3K4me2
BSS00054	H3K4me3	impute_BSS00054_H3K4me3
BSS00054	H3K79me2	impute_BSS00054_H3K79me2
BSS00054	H3K9ac	impute_BSS00054_H3K9ac
BSS00054	H3K9me3	impute_BSS00054_H3K9me3
BSS00054	H4K20me1	impute_BSS00054_H4K20me1
BSS00055	ATAC-seq	impute_BSS00055_ATAC-seq
BSS00055	DNase-seq	impute_BSS00055_DNase-seq
BSS00055	H2AFZ	impute_BSS00055_H2AFZ
BSS00055	H3K27ac	impute_BSS00055_H3K27ac
BSS00055	H3K27me3	impute_BSS00055_H3K27me3
BSS00055	H3K36me3	impute_BSS00055_H3K36me3
BSS00055	H3K4me1	impute_BSS00055_H3K4me1
BSS00055	H3K4me2	impute_BSS00055_H3K4me2
BSS00055	H3K4me3	impute_BSS00055_H3K4me3
BSS00055	H3K79me2	impute_BSS00055_H3K79me2
BSS00055	H3K9ac	impute_BSS00055_H3K9ac
BSS00055	H3K9me3	impute_BSS00055_H3K9me3
BSS00055	H4K20me1	impute_BSS00055_H4K20me1
BSS00056	ATAC-seq	impute_BSS00056_ATAC-seq
BSS00056	DNase-seq	impute_BSS00056_DNase-seq
BSS00056	H2AFZ	impute_BSS00056_H2AFZ
BSS00056	H3K27ac	impute_BSS00056_H3K27ac
BSS00056	H3K27me3	impute_BSS00056_H3K27me3
BSS00056	H3K36me3	impute_BSS00056_H3K36me3
BSS00056	H3K4me1	impute_BSS00056_H3K4me1
BSS00056	H3K4me2	impute_BSS00056_H3K4me2
BSS00056	H3K4me3	impute_BSS00056_H3K4me3
BSS00056	H3K79me2	impute_BSS00056_H3K79me2
BSS00056	H3K9ac	impute_BSS00056_H3K9ac
BSS00056	H3K9me3	impute_BSS00056_H3K9me3
BSS00056	H4K20me1	impute_BSS00056_H4K20me1
BSS00057	ATAC-seq	impute_BSS00057_ATAC-seq
BSS00057	H2AFZ	impute_BSS00057_H2AFZ
